0;0,015;162.0;35.47;;;;;;;;;;;57650.0;31677.0;;
1;302,109;138.0;35.91;;;;;145.0;;;;;;57665.0;41100.0;;
2;605,009;119.0;35.99;;;;;114.0;;;;;;57241.0;52231.0;;
3;907,824;;35.77;;;;;133.0;;;;;;;;;
4;911,909;110.0;;;;;;;;;;;;56508.0;58943.0;;
5;1210,784;108.0;35.55;;;;;264.0;;;;;;56518.0;62015.0;;
6;1513,643;112.0;35.59;;;;;286.0;;;;;;55317.0;53913.0;;
7;1816,553;;35.43;;;;;144.0;;;;;;;;;
8;1819,789;102.0;;;;;;;;;;;;54381.0;61342.0;;
9;2119,419;100.0;35.16;;;;;0.0;;;;;;54060.0;62779.0;;
10;2422,316;;35.03;;;;;54.0;;;;;;;;;
11;2425,537;100.0;;;;;;;;;;;;54123.0;62541.0;;
12;2727,368;100.0;34.65;;;;;31.0;;;;;;54531.0;64141.0;;
13;3028,155;81.0;34.55;;;;;159.0;;;;;;47939.0;69204.0;;
14;3331,071;80.0;35.43;;;;;61.0;;;;;;47294.0;67255.0;;
15;3633,941;;34.99;;;;;85.0;;;;;;;;;
16;3638,057;91.0;;;;;;;;;;;;51997.0;67842.0;;
17;3936,865;;35.5;;;;;151.0;;;;;;;;;
18;3940,945;73.0;;;;;;;;;;;;44191.0;66267.0;;
