0;256,000;74.0;35.25;;;;;;;;;;;37607.0;37845.0;;
1;301,000;;;;;;;0.0;;;;;;;;;
2;301,000;167.0;34.61;;;;;;;;;;;57242.0;29697.0;;
3;601,000;;35.29;;;;;7.0;;;;;;;;;
4;602,000;158.0;;;;;;;;;;;;55443.0;29945.0;;
5;901,000;;35.59;;;;;0.0;;;;;;;;;
6;902,000;144.0;;;;;;;;;;;;52924.0;30656.0;;
7;1201,000;;35.84;;;;;0.0;;;;;;;;;
8;1202,000;132.0;;;;;;;;;;;;50830.0;31584.0;;
9;1501,000;;36.07;;;;;0.0;;;;;;;;;
10;1502,000;123.0;;;;;;;;;;;;49219.0;32653.0;;
11;1801,000;;36.21;;;;;3.0;;;;;;;;;
12;1802,000;115.0;;;;;;;;;;;;47538.0;;;
13;1802,000;;;;;;;;;;;;;;33450.0;;
14;2101,000;;36.33;;;;;0.0;;;;;;;;;
15;2102,000;106.0;;;;;;;;;;;;46356.0;35662.0;;
16;2401,000;;36.37;;;;;0.0;;;;;;;;;
17;2402,000;99.0;;;;;;;;;;;;45421.0;38502.0;;
18;2701,000;;36.33;;;;;5.0;;;;;;;;;
19;2702,000;79.0;;;;;;;;;;;;42569.0;48541.0;;
20;3001,000;;36.55;;;;;1.0;;;;;;;;;
21;3002,000;71.0;;;;;;;;;;;;41516.0;57317.0;;
22;3301,000;;36.5;;;;;0.0;;;;;;;;;
23;3302,000;68.0;;;;;;;;;;;;40631.0;60163.0;;
24;3601,000;;;;;;;9.0;;;;;;;;;
25;3601,000;;36.59;;;;;;;;;;;;;;
26;3602,000;66.0;;;;;;;;;;;;40221.0;62652.0;;
27;3901,000;;36.75;;;;;0.0;;;;;;;;;
28;3902,000;64.0;;;;;;;;;;;;39796.0;63726.0;;
29;4201,000;;36.79;;;;;1.0;;;;;;;;;
30;4202,000;63.0;;;;;;;;;;;;39308.0;64763.0;;
31;4501,000;;36.79;;;;;0.0;;;;;;;;;
32;4502,000;62.0;;;;;;;;;;;;39068.0;64358.0;;
33;4801,000;;36.79;;;;;0.0;;;;;;;;;
34;4802,000;62.0;;;;;;;;;;;;38821.0;64088.0;;
35;5101,000;;36.87;;;;;1.0;;;;;;;;;
36;5102,000;62.0;;;;;;;;;;;;38622.0;;;
37;5102,000;;;;;;;;;;;;;;63308.0;;
38;5401,000;;36.79;;;;;0.0;;;;;;;;;
39;5402,000;62.0;;;;;;;;;;;;38425.0;62344.0;;
40;5701,000;;36.83;;;;;0.0;;;;;;;;;
41;5702,000;61.0;;;;;;;;;;;;38099.0;61690.0;;
42;6001,000;;36.79;;;;;0.0;;;;;;;;;
43;6002,000;61.0;;;;;;;;;;;;;;;
44;6002,000;;;;;;;;;;;;;37775.0;60956.0;;
45;6301,000;;36.79;;;;;0.0;;;;;;;;;
46;6302,000;60.0;;;;;;;;;;;;37585.0;60913.0;;
