0;1,000;108.0;34.13;;;;;;;;;;;44958.0;31878.0;;
1;42,000;;;65.0;;;96.97;;;;;;;;;;
2;181,000;;;;;;;0.0;;;;;;;;;
3;182,000;169.0;;;;;;;;;;;;58965.0;31451.0;;
4;211,000;;;79.0;;;66.27;;;;;;;;;;
5;301,000;;34.05;;;;;;;;;;;;;;
6;361,000;;;;;;;32.0;;;;;;;;;
7;362,000;197.0;;;;;;;;;;;;63806.0;30453.0;;
8;438,000;;;68.0;;;89.03;;;;;;;;;;
9;541,000;;;;;;;0.0;;;;;;;;;
10;542,000;200.0;;;;;;;;;;;;64602.0;30777.0;;
11;571,000;;;63.0;;;;;;;;;;;;;
12;595,000;;;;;;96.02;;;;;;;;;;
13;601,000;;34.61;;;;;;;;;;;;;;
14;721,000;;;;;;;0.0;;;;;;;;;
15;722,000;198.0;;;;;;;;;;;;64448.0;30999.0;;
16;751,000;;;69.0;;;92.8;;;;;;;;;;
17;901,000;;35.16;;;;;0.0;;;;;;;;;
18;902,000;195.0;;;;;;;;;;;;64038.0;31215.0;;
19;931,000;;;63.0;;;95.84;;;;;;;;;;
20;1081,000;;;;;;;0.0;;;;;;;;;
21;1082,000;192.0;;;;;;;;;;;;63464.0;31152.0;;
22;1111,000;;;75.0;;;93.45;;;;;;;;;;
23;1201,000;;34.81;;;;;;;;;;;;;;
24;1261,000;;;;;;;0.0;;;;;;;;;
25;1262,000;185.0;;;;;;;;;;;;62637.0;32037.0;;
26;1291,000;;;65.0;;;94.83;;;;;;;;;;
27;1441,000;;;;;;;0.0;;;;;;;;;
28;1442,000;181.0;;;;;;;;;;;;;;;
29;1442,000;;;;;;;;;;;;;62135.0;32304.0;;
30;1481,000;;;68.0;;;91.23;;;;;;;;;;
31;1501,000;;34.61;;;;;;;;;;;;;;
32;1621,000;;;;;;;0.0;;;;;;;;;
33;1622,000;187.0;;;;;;;;;;;;62082.0;30661.0;;
34;1801,000;;34.61;;;;;0.0;;;;;;;;;
35;1802,000;183.0;;;;;;;;;;;;61499.0;31111.0;;
36;1831,000;;;60.0;;;94.16;;;;;;;;;;
37;1981,000;;;;;;;0.0;;;;;;;;;
38;1982,000;179.0;;;;;;;;;;;;60941.0;31210.0;;
39;2011,000;;;126.0;;;86.49;;;;;;;;;;
40;2101,000;;34.47;;;;;;;;;;;;;;
41;2161,000;;;;;;;6.0;;;;;;;;;
42;2162,000;153.0;;;;;;;;;;;;58153.0;35314.0;;
43;2191,000;;;75.0;;;;;;;;;;;;;
44;2341,000;;;;;;;24.0;;;;;;;;;
45;2342,000;168.0;;;;;;;;;;;;58225.0;30697.0;;
46;2401,000;;34.73;;;;;;;;;;;;;;
47;2521,000;;;;;;;4.0;;;;;;;;;
48;2522,000;137.0;;;;;;;;;;;;56227.0;38698.0;;
49;2701,000;;34.5;;;;;10.0;;;;;;;;;
50;2702,000;133.0;;;;;;;;;;;;55779.0;;;
51;2702,000;;;;;;;;;;;;;;39925.0;;
52;2757,000;;;65.0;;;97.48;;;;;;;;;;
53;2881,000;;;;;;;1.0;;;;;;;;;
54;2882,000;133.0;;;;;;;;;;;;55577.0;39452.0;;
55;2911,000;;;59.0;;;93.02;;;;;;;;;;
56;3001,000;;34.68;;;;;;;;;;;;;;
57;3061,000;;;;;;;0.0;;;;;;;;;
58;3062,000;134.0;;;;;;;;;;;;55525.0;39211.0;;
59;3091,000;;;60.0;;;94.29;;;;;;;;;;
60;3241,000;;;;;;;0.0;;;;;;;;;
61;3242,000;134.0;;;;;;;;;;;;55351.0;38857.0;;
62;3301,000;;34.5;;;;;;;;;;;;;;
63;3317,000;;;60.0;;;91.65;;;;;;;;;;
64;3421,000;;;;;;;0.0;;;;;;;;;
